Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,11,Kavalenka Julia,-,-,-,4,6,6,-,-,13,7,5,12,-,3,-,-,-,-,39 ,5 ,3,10,0.26 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,12,Cheli Lisa,-,C,-,6,2,2,-,-,5,1,1,6,1,-,1,1,-,-,9 ,1 ,1,4,0.44 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,13,Formaggio Silvia,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,18,2,1 ,0.33 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,14,Digonzelli Lidia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3453,26/2/2023 ,15:00,-,-,O,Anthea Vicenza Volley,Vicenza,16,Munaron Gaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,1,Taborelli Veronica,-,C,-,6,6,3,6,-,20,5,9,18,2,1,1,-,1 ,1.00 ,38 ,3 ,6,16,0.42 ,-,3 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,2,Eze Blessing Chidera,-,-,-,3,3,6,3,-,1,1,-1,21,2,1,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,3,Tognini Elisa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,4,Crisafulli Andrea,-,-,-,*,*,-,-,-,1,1,-,4,1,1,3,-,1 ,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,5,Michelini Ilaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,6,De Nardi Giulia,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,27,1,1 ,0.19 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,7,Milana Giovanna,-,-,-,4,4,1,4,-,13,6,7,9,2,-,18,-,0 ,0.11 ,31 ,1 ,3,10,0.32 ,-,3 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,8,Torcello Sofia 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,9,Campagnolo Benedetta,-,-,-,*,-,*,-,-,2,2,1,5,1,2,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,10,Rossetto Aurora,-,-,-,1,1,4,1,-,12,4,7,16,1,-,25,-,1 ,0.24 ,27 ,2 ,2,11,0.41 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,11,Monaco Isabella,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,14,Trampus Alice,-,-,-,-,*,-,-,-,1,-,1,-,-,-,-,-,-,-,1 ,-,-,1,1.00 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,17,Caneva Anna,-,-,-,5,5,2,5,-,15,8,13,12,-,1,-,-,-,-,23 ,-,2,9,0.39 ,-,5 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,C,CDA Talmassons,Talmassons,21,Costantini Veronica,-,-,-,2,2,5,2,-,12,9,6,11,3,-,-,-,-,-,16 ,1 ,2,7,0.44 ,-,5 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,1,Spinello Natasha,-,-,-,1,3,4,6,-,-,-,-2,14,1,-,-,-,-,-,1 ,1 ,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,3,Moschettini Noemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,4,Costagli Chiara,-,-,-,-,-,-,*,-,2,1,-,1,-,-,-,-,-,-,6 ,1 ,1,1,0.17 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,5,Polesello Giulia,-,-,-,-,-,*,-,-,1,1,-,1,-,-,-,-,-,-,2 ,-,1,-,-,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,7,Hollas Eliise,-,-,-,3,5,6,2,-,9,6,6,8,-,-,1,1,-,-,14 ,-,2,5,0.36 ,-,4 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,8,Giorgetta Aurora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,9,Di Mario Giada,-,-,-,*,*,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,10,Ghezzi Martina,-,-,-,5,1,2,4,-,11,1,2,12,-,-,30,1,1 ,0.23 ,29 ,3 ,5,9,0.31 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,11,Dzakovic Danjiela,-,-,-,2,4,5,1,-,15,6,4,13,-,-,33,-,1 ,0.15 ,43 ,4 ,7,12,0.28 ,-,3 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,12,Botarelli Irene,-,C,-,4,6,1,3,-,9,4,3,9,1,1,-,-,-,-,27 ,4 ,1,6,0.22 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,13,Cogliandro Asia,-,-,-,6,2,3,5,-,9,2,6,17,2,-,-,-,-,-,17 ,1 ,-,8,0.47 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3454,26/2/2023 ,17:00,-,-,O,Assitec Volleyball Sant'Elia,Sant'Elia,18,Vittorio Federica,L,-,-,*,*,*,*,-,-,-,-5,-,-,-,20,5,1 ,0.20 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,1,Perovic Nikoleta,-,-,-,6,6,6,-,-,20,8,19,17,-,2,-,-,-,-,23 ,-,-,14,0.61 ,-,4 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,2,Biagini Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,3,Bolzonetti Alessia,-,-,-,4,4,4,-,-,11,4,1,10,3,-,15,3,0 ,0.33 ,21 ,1 ,1,10,0.48 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,4,Salvatori Chiara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,5,Cangini Sofia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,6,Rachkovska Vangeliya,-,-,-,1,1,1,-,-,4,3,-1,5,-,-,15,1,1 ,0.13 ,11 ,-,3,3,0.27 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,7,Covino Clarissa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,8,Saguatti Giulia,-,-,-,-,*,*,-,-,1,1,-3,2,1,-,6,2,0 ,0.33 ,2 ,-,-,1,0.50 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,9,Parini Sveva,-,-,-,5,5,5,-,-,7,2,4,14,-,2,-,-,-,-,6 ,1 ,-,5,0.83 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,10,Aluigi Mariaelena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,12,Turco Alice,-,-,-,3,3,3,-,-,1,-,-2,16,-,-,-,-,-,-,1 ,-,-,1,1.00 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,14,Caforio Giorgia,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,10,1,1 ,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,C,OMAG-MT San Giovanni in M.no,Marignano,18,Babatunde Maria adelaide,-,-,-,2,2,2,-,-,9,3,3,10,2,1,-,-,-,-,11 ,-,2,6,0.55 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,1,Varaldo Barbara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,2,Martinelli Melissa,-,-,-,6,2,2,-,-,6,2,-1,12,4,1,1,-,-,-,12 ,1 ,-,3,0.25 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,3,Catania Greta,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,4,Ciancio Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,6,Martilotti Valentina,-,-,-,5,1,1,-,-,6,1,-5,7,1,1,22,5,0 ,0.09 ,17 ,2 ,2,4,0.24 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,7,Mearini Valentina,-,-,-,3,5,*,-,-,4,1,-2,11,1,-,-,-,-,-,6 ,1 ,-,3,0.50 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,9,Muzi Margherita,-,-,-,1,3,3,-,-,3,-,-1,7,1,-,-,-,-,-,4 ,1 ,-,2,0.50 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,10,Brandi Valentina,-,-,-,-,*,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,12,Silotto Giorgia,-,-,-,*,*,-,-,-,-,-,-2,1,-,-,5,2,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,13,Robinson Madelyn,-,-,-,2,4,4,-,-,12,2,6,10,1,2,25,2,0 ,0.12 ,25 ,-,2,10,0.40 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,14,Ebatombo Aurélia,-,-,-,4,6,6,-,-,14,2,4,6,1,-,-,-,-,-,29 ,4 ,4,13,0.45 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,15,Faraone Giorgia,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,15,2,0 ,0.07 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3455,26/2/2023 ,17:00,-,-,O,Desi Shipping Akademia Messina,Messina,16,Pisano Michela,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,1,Maggipinto Marianna,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,24,3,1 ,0.42 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,5,Muraro Sara,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,6,Cometti Benedetta,-,-,-,*,4,-,*,-,4,1,3,3,1,-,-,-,-,-,4 ,-,-,3,0.75 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,7,Barbazeni Karin,-,-,-,5,-,3,4,4,5,4,3,9,2,-,-,-,-,-,6 ,-,-,3,0.50 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,8,Bartolucci Valentina,-,-,-,3,2,1,2,2,2,1,-2,19,1,-,1,-,-,-,4 ,3 ,-,1,0.25 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,9,Mazzon Giorgia,-,-,-,6,5,4,5,5,21,8,9,12,2,1,1,1,-,-,53 ,5 ,4,20,0.38 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,10,Marconato Giulia,-,-,-,2,1,6,1,1,9,5,6,17,-,1,-,-,-,-,6 ,2 ,1,2,0.33 ,-,6 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,11,Malvicini Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,12,Angelina Giulia,-,-,-,4,3,2,3,3,19,7,8,21,4,-,32,2,1 ,0.25 ,40 ,2 ,3,19,0.48 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,14,Tanase Alice,-,-,-,1,6,5,6,6,17,6,12,16,1,-,32,1,1 ,0.41 ,29 ,2 ,1,16,0.55 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,15,Esposito Sara,-,-,-,-,-,*,-,-,1,-,-4,1,1,-,2,-,1 ,-,9 ,2 ,2,1,0.11 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,17,Nardelli Rachele,-,-,-,*,*,-,*,*,1,1,-2,7,1,1,6,2,1 ,0.17 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,C,Ipag S.lle Ramonda Montecchio,Montecchio,18,Brandi Margherita,-,-,-,-,*,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,1,Malinov Emma,-,-,-,1,1,1,3,6,2,1,-3,21,1,1,-,-,-,-,7 ,4 ,-,1,0.14 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,4,Schwan Courtney Rose,-,-,-,2,2,2,4,1,21,10,13,16,-,2,20,1,1 ,0.55 ,43 ,4 ,3,18,0.42 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,5,Cecchi Ilenia,-,-,-,6,6,6,2,5,8,1,3,14,2,-,3,1,1 ,0.33 ,10 ,1 ,1,7,0.70 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,6,Ferrario Federica,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,15,1,1 ,0.47 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,7,Giambanco Sofia,-,-,-,3,3,3,5,2,6,2,2,13,3,1,-,-,-,-,5 ,1 ,-,1,0.20 ,-,4 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,8,Cherepova Nicol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,9,Giugovaz Linda,-,C,-,5,5,5,1,4,12,6,-2,18,1,-,56,6,1 ,0.29 ,22 ,2 ,4,9,0.41 ,-,3 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,10,Zuliani Vittoria,-,-,-,*,*,-,*,*,2,2,2,6,-,2,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,11,Salviato Benedetta,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,12,Korhonen Piia,-,-,-,4,4,4,6,3,25,10,13,18,1,2,-,-,-,-,56 ,8 ,3,22,0.39 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,16,Tolotti Gaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3456,26/2/2023 ,17:00,-,-,O,Volley Soverato,Soverato,17,Barbaro Mariasofia,-,-,-,*,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,1,Orlandi Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,2,Spano Diana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,3,Deste Elisa,-,-,-,5,5,5,-,-,4,3,1,10,1,-,-,-,-,-,7 ,1 ,1,3,0.43 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,5,Norgini Maria Chiara,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,17,2,1 ,0.18 ,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,6,Salkute Monika,-,-,-,3,3,-,-,-,7,1,-,7,1,-,2,-,1 ,-,20 ,2 ,4,7,0.35 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,9,Guarena Francesca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,10,Szucs Kinga 0,-,-,-,*,*,4,-,-,1,-,-7,3,3,-,10,2,1 ,-,7 ,1 ,2,1,0.14 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,11,Frigerio Matilde,-,-,-,2,2,2,-,-,3,1,3,9,-,-,1,-,1 ,-,4 ,-,-,2,0.50 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,13,Garofalo Elisa maria,-,-,-,*,-,*,-,-,2,-,-1,3,1,-,2,-,1 ,-,5 ,1 ,1,2,0.40 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,14,Moneta Serena,-,C,-,4,4,1,-,-,10,6,5,11,-,1,22,2,1 ,-,20 ,2 ,1,9,0.45 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,16,Ghibaudo Chiara,-,-,-,6,6,6,-,-,3,1,1,9,2,-,-,-,-,-,2 ,-,-,2,1.00 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,C,Seap-Sigel Marsala,Marsala,18,Bulovic Katarina,-,-,-,1,1,3,-,-,6,2,-,10,2,-,9,1,1 ,0.11 ,18 ,-,3,6,0.33 ,-,-,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,O,Itas Ceccarelli Martignacco,Martignacco,1,Cabassa Linda,-,-,-,*,*,*,-,-,12,7,2,13,5,2,16,1,1 ,-,21 ,2 ,2,8,0.38 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,O,Itas Ceccarelli Martignacco,Martignacco,2,Allasia Veronica,-,-,-,1,2,-,-,-,2,1,2,9,-,-,-,-,-,-,1 ,-,-,1,1.00 ,-,1 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,O,Itas Ceccarelli Martignacco,Martignacco,4,Modestino Dalila,-,C,-,*,1,2,-,-,6,1,2,8,3,-,-,-,-,-,8 ,1 ,-,4,0.50 ,-,2 ,,
2022/2023,A2,Regular_Season,Group_B_1st,10,-,3457,26/2/2023 ,15:00,123 ,-,O,Itas Ceccarelli Martignacco,Martignacco,5,Bassi Sara 0,-,-,-,-,*,*,-,-,1,1,1,-,-,-,-,-,-,-,1 ,-,-,1,1.00 ,-,-,,
