Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,13,Rossi Alessandra,-,-,-,*,5,4,-,-,2,-,-,6,-,-,-,-,-,-,7 ,1 ,1,2,29%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,15,Saccani Federica,-,-,-,6,*,2,-,-,1,1,-2,4,1,-,5,2,1 ,60%,2 ,-,-,1,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4297,7/4/2024 ,17:00,-,-,O,Vtb Fcredil Bologna,Vtb Fcredil Bologna,17,Tellaroli Nicole,-,-,-,3,*,-,-,-,1,-,-3,4,2,-,-,-,-,-,7 ,1 ,1,1,14%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,3,Zojzi Aneta,-,-,-,-,-,2,-,-,1,-,-1,1,-,-,1,-,1 ,100%,3 ,-,2,1,33%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,6,Mainetti Rachele,L,-,-,-,-,*,-,-,-,-,-1,-,-,-,5,1,1 ,40%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,7,Frigerio Matilde,-,-,-,-,*,6,-,-,3,2,3,2,-,-,-,-,-,-,6 ,-,-,3,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,8,Conti Alessia,-,-,-,3,3,4,-,-,7,5,3,12,-,3,-,-,-,-,19 ,3 ,1,4,21%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,9,Sassolini Helena,-,-,-,6,6,1,-,-,6,4,5,13,1,3,-,-,-,-,5 ,-,-,3,60%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,10,Morandi Martina,-,-,-,-,*,-,-,-,-,-,-,-,-,-,1,-,1 ,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,11,Piacentini Federica,-,-,-,2,2,3,-,-,7,5,5,14,2,2,-,-,-,-,10 ,-,-,3,30%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,12,Ricci Sofia,-,-,-,-,-,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,13,Cantaluppi Valentina,-,-,-,-,*,*,-,-,1,1,-,1,-,-,-,-,-,-,2 ,1 ,-,1,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,14,Barbagallo Alice,L,-,-,*,*,-,-,-,-,-,-,-,-,-,8,-,1 ,75%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,16,Kadyrova Diana,-,-,-,1,1,*,-,-,11,7,8,8,-,-,17,2,1 ,35%,25 ,1 ,-,9,36%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,17,Caneva Anna,-,-,-,5,5,-,-,-,3,1,2,12,-,1,-,-,-,-,3 ,1 ,-,2,67%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,18,Nardelli Rachele,-,-,-,4,4,5,-,-,12,4,7,9,-,-,8,2,1 ,38%,30 ,2 ,1,12,40%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,C,Orocash Picco Lecco,Pallavolo Lecco A. Picco,20,Invernizzi Gaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,1,Barbazeni Karin,-,-,-,4,2,4,-,-,5,3,2,8,1,2,-,-,-,-,9 ,-,2,3,33%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,2,Romanin Silvia,-,-,-,2,6,2,-,-,2,-,-2,6,1,-,5,1,-,-,8 ,2 ,-,2,25%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,3,Coccoli Chiara,-,-,-,-,*,*,-,-,3,1,1,3,-,-,2,1,1 ,-,3 ,1 ,-,2,67%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,8,Tolotti Gaia,-,-,-,-,*,-,-,-,-,-,-1,2,-,-,-,-,-,-,3 ,1 ,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,10,Zuliani Vittoria,-,-,-,5,3,5,-,-,5,1,-1,7,1,-,2,-,1 ,-,25 ,4 ,1,4,16%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,12,Frangipane Alma,-,-,-,3,1,3,-,-,4,-,-,6,-,-,20,3,1 ,55%,29 ,1 ,-,4,14%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,14,Orlandi Giulia,-,-,-,-,*,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,15,Buffo Simona,-,-,-,6,4,6,-,-,9,3,-3,9,3,2,24,3,0 ,25%,25 ,5 ,1,7,28%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,17,Guzin Bibiana,-,-,-,1,5,1,-,-,4,3,1,5,1,-,-,-,-,-,7 ,1 ,1,2,29%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4298,7/4/2024 ,17:00,-,-,O,Volley Soverato,Soverato,18,Vittorio Federica,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,17,2,1 ,47%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,1,Agbortabi Emanuela,-,-,-,-,*,3,3,-,3,1,2,7,-,-,-,-,-,-,6 ,1 ,-,3,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,2,Green Anna,-,-,-,-,-,*,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,5,Dell'Orto Francesca,-,-,-,3,2,1,1,-,1,-,-2,20,3,-,-,-,-,-,2 ,-,-,1,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,7,Agazzi Giada,-,-,-,5,4,4,4,-,10,4,8,17,-,1,-,-,-,-,19 ,-,2,8,42%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,9,Boshnakova Nikolina,-,-,-,6,5,2,2,-,16,5,8,14,2,-,13,-,0 ,23%,39 ,3 ,3,15,38%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,10,Ghezzi Martina,-,-,-,4,3,-,-,-,1,-,-5,5,-,-,14,1,1 ,36%,12 ,3 ,2,1,8%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,12,Pacchiotti Alessia,L,-,-,*,*,*,*,-,-,-,-8,-,-,-,30,8,0 ,37%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,13,Mazzoleni Monica,-,-,-,2,1,6,6,-,14,6,9,13,2,-,2,1,-,-,19 ,1 ,1,12,63%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,15,Rossi Nadia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,16,Lancini Arianna,-,-,-,-,*,-,*,-,-,-,-2,2,1,-,6,1,0 ,-,2 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,18,Vicet Campos Elizabeth,-,-,-,1,6,5,5,-,15,8,7,14,4,1,17,-,0 ,24%,28 ,3 ,1,12,43%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,C,Pallavolo C.B.L. Costa Volpino,Pallavolo C.B.L Costa Volpino,20,Gay Alice,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,1,Volpin Francesca,-,-,-,6,1,5,1,-,11,4,4,18,6,3,-,-,-,-,12 ,-,1,6,50%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,4,Cicolini Alessia,-,-,-,-,*,*,-,-,3,-,1,-,-,-,-,-,-,-,9 ,-,2,3,33%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,5,Pavei Giulia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,6,Magnabosco Emma,-,-,-,*,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,8,Pasa Alessia,-,-,-,2,3,1,-,-,8,3,4,11,2,-,25,1,1 ,52%,18 ,1 ,-,8,44%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,9,Vega Julieta Alién,-,-,-,5,6,4,6,-,10,4,10,12,-,1,18,-,1 ,61%,24 ,-,-,9,38%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,10,Trampus Alice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,11,Fanelli Ilaria,-,-,-,3,4,2,4,-,9,5,3,14,3,-,-,-,-,-,10 ,3 ,-,6,60%,-,3 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,12,Wabersich Chiara,-,-,-,4,5,3,5,-,17,5,7,17,3,3,1,-,-,-,33 ,4 ,3,12,36%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,13,Bortolot Elena,-,-,-,1,2,6,2,-,3,3,2,20,-,1,-,-,-,-,3 ,1 ,-,1,33%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,14,Masiero Marta,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,28,2,1 ,39%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,16,Rizzo Arianna,-,-,-,-,-,*,3,-,7,6,2,3,1,-,10,1,1 ,60%,16 ,3 ,-,6,38%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4299,7/4/2024 ,17:00,-,-,O,Nuvolì Altafratte Padova,Alta Fratte Volley Padova,18,Menegaldo Anna,-,-,-,*,*,-,-,-,-,-,-,2,-,-,-,-,-,-,1 ,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,3,Polesello Giulia,-,-,-,2,2,-,-,-,6,3,5,5,1,1,-,-,-,-,4 ,-,-,4,100%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,4,Biesso Chiara,-,-,-,-,5,5,-,-,6,2,4,11,-,1,-,-,-,-,9 ,1 ,1,4,44%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,5,Caracuta Valeria,-,-,-,6,6,6,-,-,1,1,-,13,1,1,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,7,Oggioni Cecilia,L,-,-,*,*,*,-,-,-,-,-,-,-,-,10,-,1 ,50%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,8,Favero Giulia,L,-,-,-,-,*,-,-,-,-,-,-,-,-,3,-,0 ,33%,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,9,Courroux Romina,-,-,-,-,*,*,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,10,Stival Sara,-,-,-,3,3,-,-,-,6,4,2,6,-,-,-,-,-,-,15 ,2 ,1,6,40%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,11,Campana Marta,-,-,-,*,*,1,-,-,6,5,5,8,1,1,5,-,1 ,20%,6 ,-,-,4,67%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,14,Antignano Fabiana,-,-,-,5,-,2,-,-,4,1,2,8,-,-,-,-,-,-,9 ,2 ,-,4,44%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,15,Maruotti Ilaria,-,-,-,1,1,4,-,-,12,9,11,6,1,-,7,-,1 ,57%,18 ,-,-,12,67%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,16,Santiago Paola,-,-,-,4,4,-,-,-,12,6,4,8,3,3,10,4,0 ,40%,13 ,-,1,9,69%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,C,Narconon Volley Melendugno,Narconon Volley Melendugno,18,Rastelli Rachele,-,-,-,-,*,3,-,-,3,2,1,4,1,1,-,-,-,-,4 ,1 ,-,2,50%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,O,Sirdeco Volley Pescara,Beach World Pescara,3,Bassi Maria Teresa,-,-,-,4,5,5,-,-,14,3,5,8,1,1,13,5,0 ,-,25 ,2 ,1,11,44%,-,2 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,O,Sirdeco Volley Pescara,Beach World Pescara,5,Casarotti Martina,-,-,-,1,2,*,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,O,Sirdeco Volley Pescara,Beach World Pescara,8,Cherepova Nicol,-,-,-,-,*,2,-,-,-,-,-1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,O,Sirdeco Volley Pescara,Beach World Pescara,10,Martinez Volskis Ludovica,-,-,-,6,1,1,-,-,3,2,-4,8,1,1,11,3,0 ,18%,12 ,2 ,1,2,17%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,O,Sirdeco Volley Pescara,Beach World Pescara,15,Stellati Martina,-,-,-,3,4,4,-,-,5,1,1,7,2,-,1,1,-,-,13 ,1 ,-,4,31%,-,1 ,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,O,Sirdeco Volley Pescara,Beach World Pescara,16,De Fabritiis Elettra,-,-,-,5,6,6,-,-,1,-,-3,4,-,-,14,4,0 ,-,4 ,-,-,1,25%,-,-,,
2023/2024,A2,Pool_Salvezza,2nd,5,-,4300,7/4/2024 ,17:00,-,-,O,Sirdeco Volley Pescara,Beach World Pescara,99,Falcone Emma,-,-,-,2,3,3,-,-,1,-,-6,7,3,-,20,2,0 ,15%,6 ,-,1,1,17%,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,1,Carraro Roberta,-,-,-,6,1,*,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,4,Gueli Michelle,-,-,-,*,*,*,-,-,-,-,-1,3,-,-,1,1,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,5,Napodano Francesca,L,-,-,*,*,*,-,-,-,-,-3,-,-,-,27,3,1 ,85%,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,9,Mazzon Giorgia,-,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,10,Bellia Sara,-,-,-,4,5,1,-,-,13,1,10,13,2,1,12,-,1 ,42%,19 ,-,1,8,42%,-,4 ,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,11,Malvicini Giulia,-,-,-,-,*,6,-,-,1,-,-,1,1,-,-,-,-,-,2 ,-,-,1,50%,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,12,Arciprete Alessia,-,-,-,1,2,4,-,-,5,1,-2,12,3,1,11,1,1 ,55%,17 ,1 ,2,4,24%,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,14,Botezat Alexandra,-,-,-,2,3,5,-,-,7,3,5,11,1,1,-,-,-,-,8 ,-,1,5,63%,-,1 ,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,15,Pandolfi Chiara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,16,Caruso Sara,-,-,-,5,6,2,-,-,9,4,7,5,1,-,-,-,-,-,10 ,1 ,-,6,60%,-,3 ,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,17,Gabrielli Sara,-,-,-,-,*,3,-,-,3,1,3,2,-,-,-,-,-,-,3 ,-,-,2,67%,-,1 ,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,C,Ipag Montecchio,Sorelle Ramonda Ipag Montecchio,23,Mangani Linda,-,-,-,3,4,*,-,-,4,2,-7,8,3,1,13,2,1 ,77%,15 ,3 ,3,3,20%,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,2,Hardeman Leah,-,-,-,4,4,4,-,-,13,6,8,14,1,2,12,-,1 ,50%,18 ,2 ,2,9,50%,-,2 ,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,3,Populini Alessia,-,-,-,1,1,1,-,-,15,7,7,13,1,3,23,2,1 ,30%,19 ,3 ,2,12,63%,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,4,Grazia Camilla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,5,Monaco Isabella,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,8,Piomboni Nicole,-,-,-,6,6,6,-,-,9,5,-,12,4,-,2,1,-,-,18 ,1 ,3,9,50%,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,9,Bole Elisa,-,-,-,*,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2 ,1 ,-,1,50%,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,10,Eze Chidera Blessing,-,-,-,3,3,3,-,-,3,2,3,12,-,1,-,-,-,-,-,-,-,-,-,-,2 ,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,11,Kavalenka Julia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,12,Feruglio Rebecca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,16,Negretti Beatrice,-,C,-,*,*,*,-,-,-,-,-1,-,-,-,13,1,1 ,62%,-,-,-,-,-,-,-,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,17,Eckl Katja,-,-,-,2,2,2,-,-,10,4,8,13,2,1,-,-,-,-,10 ,-,-,8,80%,-,1 ,,
2023/2024,A2,Coppa_Italia,Quarter,-,-,5042,10/1/2024 ,20:00,-,-,O,Cda Volley Talmassons Fvg,Volley Talmassons,18,Costantini Veronica,-,-,-,5,5,5,-,-,6,3,3,9,1,-,-,-,-,-,8 ,-,2,4,50%,-,2 ,,
